,OportunidadAsignada,Seleccionada1,Comparacion
15296,CAN-V5SA-211F,CAN-V5SA-211F,True
15297,CAN-V5SA-211C,CAN-V5SA-211C,True
15298,ESP-V5SA-095D,ESP-V5SA-095D,True
15299,FRA-V5SA-128A,FRA-V5SA-128A,True
15300,ESP-V5SA-062J,ESP-V5SA-062J,True
15301,CAN-V5SA-211C,CAN-V5SA-211C,True
15302,CAN-V5SA-211A,CAN-V5SA-211A,True
15303,CAN-V5SA-211C,CAN-V5SA-211C,True
15304,DIN-V5SA-005A,DIN-V5SA-005A,True
15305,AUS-5SA-046A,AUS-5INT-046A,False
15306,CAN-V5SA-211C,CAN-V5SA-211C,True
15307,CAN-V5SA-211A,CAN-V5SA-211A,True
15308,CAN-V5SA-211C,CAN-V5SA-211C,True
15309,CZE-V5SA-007,CZE-V5SA-007,True
15310,CAN-V5SA-211B,CAN-V5SA-211B,True
15311,CAN-V5SA-211B,CAN-V5SA-211B,True
15312,CAN-V5SA-211B,CAN-V5SA-211B,True
15313,CAN-V5SA-211C,CAN-V5SA-211C,True
15314,CHL-5INT-020,ESP-5INT-080B,False
15315,CZE-V5SA-010C,CZE-V5SA-010C,True
15316,CZE-V5SA-007,CZE-V5SA-007,True
15317,CAN-V5SA-211C,CAN-V5SA-211C,True
15318,CAN-V5SA-211C,CAN-V5SA-211C,True
15319,CAN-V5SA-211E,CAN-V5SA-211E,True
15320,ESP-V5SA-318A,ESP-V5SA-318A,True
15321,COL-V5SA-010B,COL-V5SA-010B,True
15322,ESP-V5SA-318A,ESP-V5SA-318A,True
15323,ESP-V5SA-318A,ESP-V5SA-318A,True
15324,ESP-V5SA-318A,ESP-V5SA-318A,True
15325,ESP-5SA-063J,ESP-5SA-063J,True
15326,CAN-V5SA-211F,CAN-V5SA-211F,True
15327,MEX-5EI-352A,MEX-5EI-352A,True
15328,CAN-V5SA-211C,CAN-V5SA-211C,True
15329,CAN-V5SA-060F,CAN-V5SA-060F,True
15330,ESP-V5SA-064B,ESP-V5SA-064B,True
15331,CAN-V5SA-060F,CAN-V5SA-060F,True
15332,CAN-V5SA-211C,CAN-V5SA-211C,True
15333,FRA-V5SA-153A,FRA-V5SA-153A,True
15334,MEX-5EI-352A,MEX-5EI-352A,True
15335,CHN-V5SA-025B,CHN-V5SA-025B,True
15336,MEX-5EI-352A,MEX-5EI-352A,True
15337,CAN-V5SA-211B,CAN-V5SA-211B,True
15338,CAN-V5SA-211C,CAN-V5SA-211C,True
15339,CAN-V5SA-211F,CAN-V5SA-211F,True
15340,COR-V5SA-008A,COR-V5SA-008A,True
15341,COL-5INT-014D,COL-5INT-014D,True
15342,AUS-5INT-040,SUI-5INT-001,False
15343,ITA-C5INT-048B,ITA-C5INT-048B,True
15344,DIN-V5SA-005A,DIN-V5SA-005A,True
15345,HOL-5INT-007,HOL-5INT-007,True
15346,CAN-V5SA-211F,CAN-V5SA-211F,True
15347,AUS-5PP-002B,AUS-5PP-002B,True
15348,ESP-5PP-001B,ESP-5PP-001B,True
15349,CAN-V5SA-211C,CAN-V5SA-211C,True
15350,CAN-V5SA-211B,CAN-V5SA-211B,True
15351,CAN-V5SA-211C,CAN-V5SA-211C,True
15352,FRA-V5SA-153A,FRA-V5SA-153A,True
15353,MEX-V5EI-371A,MEX-V5EI-371A,True
15354,EUA-5INT-341C,EUA-5INT-341C,True
15355,AUT-V5SA-008,AUT-V5SA-008,True
15356,FRA-V5SA-128A,FRA-V5SA-128A,True
15357,ESP-5INT-080B,ESP-5INT-080B,True
15358,ALE-5INT-072,ALE-5INT-072,True
15359,SUE-5INT-014,SUE-5INT-014,True
15360,ESP-V5SA-318A,ESP-V5SA-318A,True
15361,ARG-I5SA-029A,ARG-I5SA-029A,True
15362,CZE-I5SA-011A,CZE-I5SA-011A,True
15363,COL-I5SA-013F,COL-I5SA-013F,True
15364,MEX-5EI-352A,MEX-5EI-352A,True
15365,MEX-5PP-001D,MEX-5PP-001D,True
15366,AUT-5INT-007B,AUT-5INT-007B,True
15367,MEX-5EI-352A,MEX-5EI-352A,True
15368,CZE-I5SA-011A,CZE-I5SA-011A,True
15369,MEX-5EI-352A,MEX-5EI-352A,True
15370,MEX-5EI-352A,MEX-5EI-352A,True
15371,ESP-C5INT-341B,AUT-C5INT-9A,False
15372,SUE-C5INT-016A,SUE-C5INT-016A,True
15373,MEX-5EI-352A,MEX-5EI-352A,True
15374,URU-I5SA-004B,URU-I5SA-004B,True
15375,MEX-5PRE-391A,MEX-5PRE-391A,True
15376,MEX-5PRE-391A,MEX-5PRE-391A,True
15377,MEX-5PRE-391A,MEX-5PRE-391A,True
15378,MEX-5PRE-391A,MEX-5PRE-391A,True
15379,MEX-5PRE-391A,MEX-5PRE-391A,True
15380,MEX-5PRE-391A,MEX-5PRE-391A,True
15381,MEX-5PRE-391A,MEX-5PRE-391A,True
15382,COL-5PP-015A,COL-5PP-15A,False
15383,MEX-5EI-352A,MEX-5EI-352A,True
15384,MEX-5EI-352A,MEX-5EI-352A,True
15385,ARG-I5SA-029A,ARG-I5SA-029A,True
15386,ITA-I5SA-016B,ITA-I5SA-016B,True
15387,FRA-V5SA-153A,FRA-V5SA-153A,True
15388,ESP-5SA-066,ESP-5SA-066,True
15389,CAN-5EI-211P,CAN-5EI-211P,True
15390,CAN-5EI-211O,CAN-5EI-211O,True
15391,CAN-5EI-211O,CAN-5EI-211O,True
15392,ING-5SA-044E,ING-5SA-044E,True
15393,ESP-5SA-059,ESP-5SA-059,True
15394,MEX-V5SA-258A,MEX-V5SA-258A,True
15395,ALE-V5PIE-127,ALE-V5PIE-127,True
15396,SIN-V5SA-002,SIN-V5SA-002,True
15397,SIN-V5SA-002,SIN-V5SA-002,True
15398,CAN-5PP-088,CAN-5PP-088,True
15399,ESP-V5SA-063A,ESP-V5SA-063A,True
15400,CZE-V5SA-010B,CZE-V5SA-010B,True
15401,ESP-V5SA-063A,ESP-V5SA-063A,True
15402,EUA-5SA-181A,EUA-5SA-181A,True
15403,CZE-V5SA-010A,CZE-V5SA-010A,True
15404,EUA-V5CE-337A,EUA-V5CE-337A,True
15405,EUA-V8SA-016A,EUA-V8SA-016A,True
15406,EUA-V8SA-016A,EUA-V8SA-016A,True
15407,EUA-V8SA-016A,EUA-V8SA-016A,True
15408,EUA-V8SA-016A,EUA-V8SA-016A,True
15409,EUA-V8SA-016A,EUA-V8SA-016A,True
15410,EUA-V8SA-016A,EUA-V8SA-016A,True
15411,EUA-V8SA-016A,EUA-V8SA-016A,True
15412,EUA-V8SA-016A,EUA-V8SA-016A,True
15413,EUA-V8SA-016A,EUA-V8SA-016A,True
15414,EUA-V8SA-016A,EUA-V8SA-016A,True
15415,EUA-V8SA-016A,EUA-V8SA-016A,True
15416,EUA-V8SA-016A,EUA-V8SA-016A,True
15417,EUA-V8SA-016A,EUA-V8SA-016A,True
15418,EUA-V8SA-016A,EUA-V8SA-016A,True
15419,EUA-V8SA-016A,EUA-V8SA-016A,True
15420,EUA-V8SA-016A,EUA-V8SA-016A,True
15421,EUA-V8SA-016A,EUA-V8SA-016A,True
15422,EUA-V8SA-016A,EUA-V8SA-016A,True
15423,EUA-V8SA-016A,EUA-V8SA-016A,True
15424,EUA-V8SA-016A,EUA-V8SA-016A,True
15425,EUA-V8SA-016A,EUA-V8SA-016A,True
15426,ESP-V8DD-105B,ESP-V8DD-105B,True
15427,ESP-V8DD-105B,ESP-V8DD-105B,True
15428,ESP-V8DD-105B,ESP-V8DD-105B,True
15429,EUA-V8SA-007B,EUA-V8SA-007B,True
15430,EUA-V8SA-007B,EUA-V8SA-007B,True
15431,ING-V8SA-020A,ING-V8SA-020A,True
15432,ING-V8SA-020A,ING-V8SA-020A,True
15433,ING-V8SA-020A,ING-V8SA-020A,True
15434,EUA-8DD-016A,EUA-8DD-016A,True
15435,ESP-8DD-105A,ESP-8DD-105A,True
15436,ESP-8DD-105A,ESP-8DD-105A,True
15437,ESP-8DD-105A,ESP-8DD-105A,True
15438,ESP-8DD-105A,ESP-8DD-105A,True
15439,EUA-8DD-016A,EUA-8DD-016A,True
15440,ESP-V5SA-095H,ESP-V5SA-095H,True
15441,ESP-5CE-021B,ESP-5CE-021B,True
15442,CAN-5SA-079A,CAN-5SA-079A,True
15443,EUA-5PIE-311A,EUA-5PIE-263J,False
15444,AUS-3SA-007B,AUS-3SA-007B,True
15445,FRA-3SA-096A,FRA-3SA-096A,True
15446,CAN-V5SA-098A,CAN-V5SA-98A,False
15447,ARG-V5SA-29A,ARG-V5SA-29A,True
15448,ESP-V5SA-021D,ESP-V5SA-021D,True
15449,DIN-V3SA-007B,DIN-V3SA-007B,True
15450,CAN-V5SA-098A,CAN-V5SA-98A,False
15451,ESP-V3SA-323A,ESP-V3SA-323A,True
15452,COR-5INT-020,COR-5INT-020,True
15453,FRA-V3SA-014A,FRA-V3SA-014A,True
15454,ESP-V5SA-021C,ESP-V5SA-021C,True
15455,ITA-V3SA-025,ITA-V3SA-025,True
15456,ESP-V5SA-021C,ESP-V5SA-021C,True
15457,ESP-5SA-057A,ESP-5SA-057A,True
15458,ING-V3SA-005B,ING-V3SA-005B,True
15459,CAN-V3SA-080B,CAN-V3SA-080B,True
15460,FRA-V3SA-073,FRA-V3SA-073,True
15461,CAN-V3SA-011E,CAN-V3SA-011E,True
15462,CAN-5SA-079A,CAN-5SA-079A,True
15463,CAN-V5SA-098A,CAN-V5SA-98A,False
15464,ESP-V5SA-021C,ESP-V5SA-021C,True
15465,ESP-V5SA-021D,ESP-V5SA-021D,True
15466,EUA-V5SA-181B,EUA-V5SA-181B,True
15467,EUA-V5SA-181B,EUA-V5SA-181B,True
15468,EUA-V5SA-181B,EUA-V5SA-181B,True
15469,CAN-V5SA-098A,CAN-V5SA-98A,False
15470,CAN-V5SA-098A,CAN-V5SA-98A,False
15471,CAN-V5SA-063L,CAN-V5SA-063L,True
15472,CAN-V5SA-098A,CAN-V5SA-98A,False
15473,ARG-V5SA-29A,ARG-V5SA-29A,True
15474,MEX-5PP-262A,MEX-5PP-262A,True
15475,ESP-V5SA-021C,ESP-V5SA-021C,True
15476,CAN-V5SA-057A,CAN-V5SA-057A,True
15477,ESP-3SA-027A,ESP-3SA-027A,True
15478,ESP-V5SA-021D,ESP-V5SA-021D,True
15479,ESP-V5SA-021C,ESP-V5SA-021C,True
15480,ESP-V5SA-021C,ESP-V5SA-021C,True
15481,CAN-V5SA-098A,CAN-V5SA-98A,False
15482,COR-5INT-29A,COR-5INT-29A,True
15483,ESP-V5SA-021C,ESP-V5SA-021C,True
15484,ESP-V5SA-021D,ESP-V5SA-021D,True
15485,ESP-V5SA-021C,ESP-V5SA-021C,True
15486,ESP-V5SA-021C,ESP-V5SA-021C,True
15487,ESP-V5SA-021C,ESP-V5SA-021C,True
15488,ESP-V5SA-021C,ESP-V5SA-021C,True
15489,ESP-V5SA-021C,ESP-V5SA-021C,True
15490,ESP-V5SA-021D,ESP-V5SA-021D,True
15491,ESP-V5SA-021C,ESP-V5SA-021C,True
15492,ESP-V5SA-095D,ESP-V5SA-095D,True
15493,ESP-V5SA-021C,ESP-V5SA-021C,True
15494,ESP-V5SA-021C,ESP-V5SA-021C,True
15495,ESP-5CE-021E,ESP-5CE-021E,True
15496,MEX-5INP-025B,MEX-5INP-025B,True
15497,ESP-5CE-021E,ESP-5CE-021E,True
15498,ESP-5CE-021E,ESP-5CE-021E,True
15499,ESP-5CE-021E,ESP-5CE-021E,True
15500,ESP-5CE-021E,ESP-5CE-021E,True
15501,ESP-5CE-021E,ESP-5CE-021E,True
15502,ESP-5CE-021E,ESP-5CE-021E,True
15503,LVA-5SA-001A,LVA-5SA-001A,True
15504,CAN-5SA-079A,CAN-5SA-079A,True
15505,ESP-5CE-021E,ESP-5CE-021E,True
15506,MEX-I3SA-325A,MEX-I3SA-325A,True
15507,MEX-I3SA-336A,MEX-I3SA-336A,True
15508,MEX-I3SA-325E,MEX-I3SA-325E,True
15509,MEX-I3SA-325E,MEX-I3SA-325E,True
15510,ESP-5INT-092O,ESP-5INT-092O,True
15511,EUA-5SA-319E,EUA-5SA-319E,True
15512,MEX-5INP-025B,MEX-5INP-025B,True
15513,AUS-5INT-032A,AUS-5INT-032A,True
15514,ESP-5CE-021E,ESP-5CE-021E,True
15515,MEX-5INP-029,MEX-5INP-029,True
15516,EUA-V5SA-181B,EUA-V5SA-181B,True
15517,CAN-V5SA-079A,CAN-V5SA-079A,True
15518,CZE-V5SA-010D,CZE-V5SA-010D,True
15519,ESP-V5SA-021C,ESP-V5SA-021C,True
15520,CAN-V5SA-079A,CAN-V5SA-079A,True
15521,CAN-5SA-079A,CAN-5SA-079A,True
15522,ALE-V5ID-153,ALE-V5ID-153,True
15523,ESP-V5SA-021E,ESP-V5SA-021E,True
15524,CAN-V5SA-079A,CAN-V5SA-079A,True
15525,JAP-V5SA-18B,JAP-V5SA-18B,True
15526,CAN-5SA-079A,CAN-5SA-079A,True
15527,ESP-V5SA-021E,ESP-V5SA-021E,True
15528,ESP-V5SA-021E,ESP-V5SA-021E,True
15529,ESP-V5SA-021D,ESP-V5SA-021D,True
15530,ESP-V5SA-021D,ESP-V5SA-021D,True
15531,ESP-V5SA-021C,ESP-V5SA-021C,True
15532,CAN-5SA-079A,CAN-5SA-079A,True
15533,CAN-V5SA-079A,CAN-V5SA-079A,True
15534,CAN-V5SA-079A,CAN-V5SA-079A,True
15535,ESP-V5SA-021E,ESP-V5SA-021E,True
15536,JAP-V5SA-18B,JAP-V5SA-18B,True
15537,JAP-V5SA-18B,JAP-V5SA-18B,True
15538,ESP-V5SA-021C,ESP-V5SA-021C,True
15539,ESP-V5SA-021C,ESP-V5SA-021C,True
15540,ESP-5CE-021L,ESP-5CE-021L,True
15541,ESP-V5SA-021E,ESP-V5SA-021E,True
15542,BEL-5INT-007A,BEL-5INT-007A,True
15543,CAN-V5SA-079A,CAN-V5SA-079A,True
15544,JAP-V5SA-18B,JAP-V5SA-18B,True
15545,JAP-V5SA-18B,JAP-V5SA-18B,True
15546,ESP-V5SA-021C,ESP-V5SA-021C,True
15547,CAN-5SA-079A,CAN-5SA-079A,True
15548,ESP-V5SA-053,ESP-V5SA-053,True
15549,ESP-V5SA-021B,ESP-V5SA-021B,True
15550,CAN-V5SA-079A,CAN-V5SA-079A,True
15551,CAN-V5SA-079A,CAN-V5SA-079A,True
15552,ESP-V5SA-021E,ESP-V5SA-021E,True
15553,ESP-V5SA-021E,ESP-V5SA-021E,True
15554,ESP-V5SA-021C,ESP-V5SA-021C,True
15555,ESP-V5SA-021C,ESP-V5SA-021C,True
15556,ESP-V5SA-021E,ESP-V5SA-021E,True
15557,CAN-5SA-079A,CAN-5SA-079A,True
15558,ESP-V5SA-021E,ESP-V5SA-021E,True
15559,ESP-5CE-021B,ESP-5CE-021B,True
15560,CAN-V5SA-079A,CAN-V5SA-079A,True
15561,ESP-5CE-021B,ESP-5CE-021B,True
15562,CHL-5INT-026,CHL-5INT-026,True
15563,ESP-5CE-021B,ESP-5CE-021B,True
15564,JAP-V5SA-18B,JAP-V5SA-18B,True
15565,ESP-5CE-021B,ESP-5CE-021B,True
15566,JAP-V5SA-18B,JAP-V5SA-18B,True
15567,ING-V5SA-051A,ING-V5SA-51A,False
15568,ESP-5SA-057A,ESP-5SA-057A,True
15569,CAN-5SA-079A,CAN-5SA-079A,True
15570,ESP-5INT-021C,ESP-5INT-021C,True
15571,ESP-5INT-021E,ESP-5INT-021E,True
15572,EUA-5INT-035,EUA-5INT-035,True
15573,CAN-5SA-079A,CAN-5SA-079A,True
15574,ESP-5INT-063,ESP-5INT-063,True
15575,ESP-5CE-021B,ESP-5CE-021B,True
15576,AUS-5INT-038A,NZL-5INT-008A,False
15577,EUA-I5SA-343A,EUA-I5SA-343A,True
15578,CAN-5SA-079A,CAN-5SA-079A,True
15579,ESP-5SA-097F,ESP-5SA-097F,True
15580,ESP-5CE-021B,ESP-5CE-021B,True
15581,ESP-5INT-097D,ESP-5INT-097D,True
15582,ING-I5SA-047A,ING-I5SA-047A,True
15583,EUA-I5SA-343A,EUA-I5SA-343A,True
15584,ESP-5INT-092O,ESP-5INT-092O,True
15585,FRA-5INT-067,BEL-5INT-007A,False
15586,ITA-5SA-016A,ITA-5SA-016A,True
15587,COR-5INT-29A,COR-5INT-29A,True
15588,CAN-5SA-079A,CAN-5SA-079A,True
15589,CAN-V5SA-079C,CAN-V5SA-079C,True
15590,CAN-5SA-079A,CAN-5SA-079A,True
15591,CAN-5SA-079A,CAN-5SA-079A,True
15592,ESP-V5SA-021E,ESP-V5SA-021E,True
15593,ESP-V5SA-021D,ESP-V5SA-021D,True
15594,CAN-5SA-079A,CAN-5SA-079A,True
15595,EUA-V5SA-338A,EUA-V5SA-338A,True
15596,CAN-V5SA-079C,CAN-V5SA-079C,True
15597,CAN-V5SA-079B,CAN-V5SA-079B,True
15598,ESP-V5SA-021D,ESP-V5SA-021D,True
15599,CAN-5SA-079A,CAN-5SA-079A,True
15600,CAN-V5SA-079B,CAN-V5SA-079B,True
15601,CAN-V5SA-079B,CAN-V5SA-079B,True
15602,SVK-V5SA-001F,SVK-V5SA-001F,True
15603,ESP-V5SA-021E,ESP-V5SA-021E,True
15604,EUA-V5SA-020E,EUA-V5SA-020E,True
15605,FRA-V5SA-067C,FRA-V5SA-067C,True
15606,CAN-V5SA-079A,CAN-V5SA-079A,True
15607,ESP-V5SA-021D,ESP-V5SA-021D,True
15608,CAN-5SA-079A,CAN-5SA-079A,True
15609,CAN-5SA-079A,CAN-5SA-079A,True
15610,FRA-V5SA-067C,FRA-V5SA-067C,True
15611,ESP-5CE-021L,ESP-5CE-021L,True
15612,CAN-V5SA-079A,CAN-V5SA-079A,True
15613,ESP-V5SA-021C,ESP-V5SA-021C,True
15614,EUA-V5SA-020E,EUA-V5SA-020E,True
15615,CAN-V5SA-079A,CAN-V5SA-079A,True
15616,CAN-5SA-079A,CAN-5SA-079A,True
15617,ESP-5CE-021L,ESP-5CE-021L,True
15618,ESP-V5SA-021C,ESP-V5SA-021C,True
15619,ESP-V5SA-021C,ESP-V5SA-021C,True
15620,ESP-5CE-021L,ESP-5CE-021L,True
15621,ESP-5CE-021L,ESP-5CE-021L,True
15622,ESP-V5SA-021C,ESP-V5SA-021C,True
15623,ESP-5CE-021L,ESP-5CE-021L,True
15624,ESP-5CE-021L,ESP-5CE-021L,True
15625,ESP-5CE-021L,ESP-5CE-021L,True
15626,ESP-5CE-021L,ESP-5CE-021L,True
15627,ESP-5CE-021L,ESP-5CE-021L,True
15628,ESP-5CE-021L,ESP-5CE-021L,True
15629,FRA-V5SA-109H,FRA-V5SA-109H,True
15630,EUA-V5SA-020E,EUA-V5SA-020E,True
15631,ESP-5CE-021L,ESP-5CE-021L,True
15632,ESP-V5SA-021C,ESP-V5SA-021C,True
15633,ESP-5CE-021L,ESP-5CE-021L,True
15634,CAN-5SA-079A,CAN-5SA-079A,True
15635,ESP-5CE-021L,ESP-5CE-021L,True
15636,ESP-5CE-021L,ESP-5CE-021L,True
15637,CAN-5SA-079A,CAN-5SA-079A,True
15638,FRA-5INT-067,FRA-5INT-067,True
15639,ESP-5CE-021L,ESP-5CE-021L,True
15640,ESP-5CE-021L,ESP-5CE-021L,True
15641,TAI-5SA-001,TAI-5SA-001,True
15642,CAN-5SA-079A,CAN-5SA-079A,True
15643,ESP-5CE-021B,ESP-5CE-021B,True
15644,BEL-5INT-007A,BEL-5INT-007A,True
15645,CAN-5SA-079A,CAN-5SA-079A,True
15646,ING-5INT-047,ING-5INT-047,True
15647,MEX-5PP-001G,MEX-5PP-001G,True
15648,EUA-5INT-341E,ITA-5INT-016C,False
15649,ARG-5INT-015,SIN-5INT-003,False
15650,CAN-V5SA-079B,CAN-V5SA-079B,True
15651,ESP-V5CE-021D,ESP-V5CE-021D,True
15652,ESP-V5CE-021B,ESP-V5CE-021B,True
15653,ESP-V5CE-021D,ESP-V5CE-021D,True
15654,EUA-V5SA-020E,EUA-V5SA-020E,True
15655,CAN-5SA-079A,CAN-5SA-079A,True
15656,ESP-V5CE-021D,ESP-V5CE-021D,True
15657,CAN-V5SA-079A,CAN-V5SA-079A,True
15658,ESP-V5CE-021D,ESP-V5CE-021D,True
15659,ESP-V5CE-021B,ESP-V5CE-021B,True
15660,ESP-V5CE-021D,ESP-V5CE-021D,True
15661,CAN-5SA-079A,CAN-5SA-079A,True
15662,EUA-5INT-020V,EUA-5INT-020V,True
15663,EUA-V5SA-020E,EUA-V5SA-020E,True
15664,ESP-5CE-021L,ESP-5CE-021L,True
15665,ESP-V5CE-021D,ESP-V5CE-021D,True
15666,ESP-V5CE-021D,ESP-V5CE-021D,True
15667,SUE-5INT-003C,SUE-5INT-003C,True
15668,ESP-V5CE-021B,ESP-V5CE-021B,True
15669,JAP-V5SA-020D,JAP-V5SA-20D,False
15670,CAN-V5SA-079A,CAN-V5SA-079A,True
15671,CAN-5SA-079A,CAN-5SA-079A,True
15672,ESP-5CE-021B,ESP-5CE-021B,True
15673,CAN-V5SA-079B,CAN-V5SA-079B,True
15674,EAU-I5SA-003A,EAU-I5SA-003A,True
15675,CAN-5SA-079A,CAN-5SA-079A,True
15676,ESP-I5CE-021I,ESP-I5CE-021I,True
15677,ESP-I5CE-021H,ESP-I5CE-021H,True
15678,CAN-V5SA-079B,CAN-V5SA-079B,True
15679,CAN-V5SA-079B,CAN-V5SA-079B,True
15680,CAN-5SA-079A,CAN-5SA-079A,True
15681,CAN-5SA-079A,CAN-5SA-079A,True
15682,CHL-5INT-026,CHL-5INT-026,True
15683,EUA-V5SA-181B,EUA-V5SA-181B,True
15684,ESP-V5CE-021C,ESP-V5CE-021C,True
15685,CHL-5INT-026,CHL-5INT-026,True
15686,CAN-V5SA-079A,CAN-V5SA-079A,True
15687,CAN-V5SA-079A,CAN-V5SA-079A,True
15688,EUA-V5SA-020E,EUA-V5SA-020E,True
15689,CAN-V5SA-079A,CAN-V5SA-079A,True
15690,ESP-V5CE-021C,ESP-V5CE-021C,True
15691,CZE-V5SA-010B,CZE-V5SA-010B,True
15692,JAP-V5SA-020D,JAP-V5SA-020D,True
15693,CAN-V5SA-079A,CAN-V5SA-079A,True
15694,CAN-5SA-079A,CAN-5SA-079A,True
15695,ING-5SA-50A,ING-5SA-50A,True
15696,CAN-5SA-079A,CAN-5SA-079A,True
15697,MEX-5PRE-391A,MEX-5PRE-391A,True
15698,CAN-V5SA-079A,CAN-V5SA-079A,True
15699,CAN-5CE-063,CAN-5CE-063,True
15700,ITA-V5SA-026,ITA-V5SA-026,True
15701,ITA-I5SA-020A,ITA-I5SA-020A,True
15702,ESP-5DD-018A,ESP-5DD-018A,True
15703,ESP-5DD-018A,ESP-5DD-018A,True
15704,ESP-5DD-018A,ESP-5DD-018A,True
15705,AUS-5SA-046,AUS-5SA-046,True
15706,EUA-5PIE-263L,EUA-5PIE-263L,True
15707,AUT-V5SA-008,AUT-V5SA-008,True
15708,ESP-V5SA-058B,ESP-V5SA-058B,True
15709,ALE-V5SA-155A,ALE-V5SA-155A,True
15710,ESP-V5SA-058B,ESP-V5SA-058B,True
15711,ESP-5DD-018B,ESP-5DD-018B,True
15712,ESP-5DD-018B,ESP-5DD-018B,True
15713,ESP-5DD-018A,ESP-5DD-018A,True
15714,ESP-5DD-018B,ESP-5DD-018B,True
15715,ESP-5DD-018B,ESP-5DD-018B,True
15716,ESP-5DD-018B,ESP-5DD-018B,True
15717,SUI-5INT-017,SUI-5INT-017,True
15718,ALE-V5SA-147,ALE-V5SA-147,True
15719,ESP-5DD-018B,ESP-5DD-018B,True
15720,ING-5DD-036A,ING-5DD-036A,True
15721,CHN-5INT-028,CHN-5INT-028,True
15722,EUA-5INT-246F,EUA-5INT-246F,True
15723,ESP-5SA-017,ESP-5SA-017,True
15724,ESP-5SA-027A,ESP-5SA-027A,True
15725,MEX-V5SA-019A,MEX-V5SA-019A,True
15726,ING-5DD-036A,ING-5DD-036A,True
15727,URU-I5SA-004B,URU-I5SA-004B,True
15728,FRA-5DD-056B,FRA-5DD-056B,True
15729,ESP-5SA-057A,ESP-5SA-057A,True
15730,ALE-3SA-014B,ALE-3SA-014B,True
15731,ALE-3SA-014B,ALE-3SA-014B,True
15732,CAN-3SA-011A,CAN-3SA-011A,True
15733,NZL-3SA-003,NZL-3SA-003,True
15734,CAN-3SA-048B,CAN-3SA-048B,True
15735,ING-3SA-002B,ING-3SA-002B,True
15736,EUA-5PIE-311A,EUA-5PIE-223,False
15737,EUA-V5SA-274A,EUA-V5SA-274A,True
15738,ESP-V5SA-033,ESP-V5SA-033,True
15739,ESP-V5SA-095E,ESP-V5SA-095E,True
15740,ALE-V3SA-014K,ALE-V3SA-014K,True
15741,FRA-V3SA-010H,FRA-V3SA-010H,True
15742,FRA-V3SA-010I,FRA-V3SA-010I,True
15743,CAN-V3SA-021G,CAN-V3SA-021G,True
15744,ALE-V3SA-014O,ALE-V3SA-014O,True
15745,ESP-V3SA-038G,ESP-V3SA-038G,True
15746,DIN-V3SA-007B,DIN-V3SA-007B,True
15747,FRA-V3SA-121,FRA-V3SA-121,True
15748,FRA-V5SA-148,FRA-V5SA-148,True
15749,FRA-V3SA-075C,FRA-V3SA-075C,True
15750,FRA-V3SA-075C,FRA-V3SA-075C,True
15751,CAN-V3SA-010F,CAN-V3SA-010F,True
15752,TUR-V5SA-002A,TUR-V5SA-002A,True
15753,CAN-V3SA-078C,CAN-V3SA-078C,True
15754,CAN-V3SA-078C,CAN-V3SA-078C,True
15755,EUA-V3ID-191A,EUA-V3ID-191A,True
15756,EUA-V3ID-191A,EUA-V3ID-191A,True
15757,EUA-V3ID-191A,EUA-V3ID-191A,True
15758,ALE-V3SA-047,ALE-V3SA-047,True
15759,ALE-V3SA-047,ALE-V3SA-047,True
15760,FRA-V3SA-043,FRA-V3SA-043,True
15761,FRA-V3SA-043,FRA-V3SA-043,True
15762,ESP-V3SA-323A,ESP-V3SA-323A,True
15763,CAN-3SA-085,CAN-3SA-085,True
15764,CAN-3SA-085,CAN-3SA-085,True
15765,FRA-3SA-010A,FRA-3SA-010A,True
15766,FRA-3SA-010A,FRA-3SA-010A,True
15767,ING-V3SA-005B,ING-V3SA-005B,True
15768,ING-V3SA-005B,ING-V3SA-005B,True
15769,ITA-3SA-015B,ITA-3SA-015B,True
15770,ITA-3SA-015B,ITA-3SA-015B,True
15771,CAN-3SA-008,CAN-3SA-008,True
15772,AUS-V3SA-003,AUS-V3SA-003,True
15773,FRA-V3SA-138D,FRA-V3SA-138D,True
15774,CAN-V3SA-080A,CAN-V3SA-080A,True
15775,CAN-V3SA-98B,CAN-V3SA-98B,True
15776,CAN-V3SA-010F,CAN-V3SA-010F,True
15777,CAN-V3SA-010F,CAN-V3SA-010F,True
15778,CAN-V3SA-010F,CAN-V3SA-010F,True
15779,EUA-V3SA-196,EUA-V3SA-196,True
15780,EUA-V3SA-196,EUA-V3SA-196,True
15781,EUA-V3SA-196,EUA-V3SA-196,True
15782,FRA-V3SA-073,FRA-V3SA-073,True
15783,ARG-5PP-001,ARG-5PP-001,True
15784,CAN-V3SA-010F,CAN-V3SA-010F,True
15785,FIN-V5SA-027B,FIN-V5SA-27B,False
15786,CZE-V5SA-001D,CZE-V5SA-001D,True
15787,ITA-V3SA-004,ITA-V3SA-004,True
15788,ITA-V3SA-004,ITA-V3SA-004,True
15789,EUA-5PIE-223,EUA-5PIE-223,True
15790,ESP-V5SA-094A,ESP-V5SA-094A,True
15791,ALE-V5SA-147,ALE-V5SA-147,True
15792,FRA-V5SA-057E,FRA-V5SA-057E,True
15793,CAN-V5SA-063L,CAN-V5SA-063L,True
15794,EUA-V5SA-329B,EUA-V5SA-329B,True
15795,EUA-V5CE-329A,EUA-V5CE-329A,True
